sales_agent,account,product,order_value,create_date
Versie Hillebrand,Funholding,MG Special,47,7/25/17
Anna Snelling,Ron-tech,GTX Plus Basic,1160,7/21/17
Kary Hendrixson,Plexzap,GTXPro,4428,7/26/17
Maureen Marcano,Singletechno,GTX Basic,523,7/27/17
Rosie Papadopoulos,Mathtouch,GTXPro,5392,7/31/17
Violet Mclelland,Zencorporation,MG Special,55,7/28/17
Cassey Cress,Donware,GTX Basic,494,7/30/17
Daniell Hammack,Konex,GTX Plus Pro,5118,7/22/17
Darcel Schlecht,Toughzap,GTX Plus Basic,1000,7/28/17
Darcel Schlecht,Conecom,GTXPro,5347,7/26/17
Gladys Colclough,Stanredtax,MG Advanced,2970,7/31/17
Kary Hendrixson,Sonron,GTX Plus Basic,997,7/30/17
Moses Frase,Finhigh,GTX Basic,526,7/30/17
Niesha Huffines,Dontechi,GTX Basic,418,7/30/17
Niesha Huffines,Streethex,MG Special,54,7/28/17
Versie Hillebrand,Scottech,MG Special,51,7/28/17
Versie Hillebrand,Betatech,MG Advanced,3167,7/30/17
Zane Levy,Doncon,GTXPro,5283,7/22/17
Zane Levy,Doncon,MG Special,49,7/23/17
Cassey Cress,Initech,MG Advanced,3684,7/23/17
Cecily Lampkin,Stanredtax,MG Special,50,7/23/17
Darcel Schlecht,Gogozoom,GTX Plus Basic,927,7/29/17
Elease Gluck,Blackzim,MG Special,51,7/23/17
Kary Hendrixson,Konex,GTX Basic,442,7/23/17
Moses Frase,Stanredtax,GTX Plus Basic,1174,7/23/17
Cecily Lampkin,Toughzap,GTX Basic,541,7/24/17
Corliss Cosme,Kinnamplus,GTX Basic,630,7/25/17
Daniell Hammack,Xx-zobam,GTX Plus Basic,1231,7/30/17
Darcel Schlecht,Stanredtax,GTX Plus Basic,1070,7/31/17
Elease Gluck,Newex,MG Special,57,7/25/17
James Ascencio,J-Texon,GTX Plus Pro,4824,7/25/17
Kami Bicknell,Doncon,MG Special,58,7/28/17
Reed Clapper,Xx-zobam,GTX Basic,494,7/31/17
Reed Clapper,Ontomedia,GTXPro,4434,7/30/17
Wilburn Farren,Kinnamplus,GTX Basic,538,7/30/17
Corliss Cosme,Zotware,GTX Basic,458,7/26/17
Darcel Schlecht,Genco Pura Olive Oil Company,GTXPro,4772,7/31/17
Donn Cantrell,Initech,GTXPro,4490,7/26/17
Elease Gluck,Kan-code,MG Advanced,3371,7/30/17
Marty Freudenburg,Konmatfix,GTX Plus Basic,1171,7/25/17
Moses Frase,Inity,MG Special,58,7/25/17
Rosie Papadopoulos,Zotware,MG Special,59,7/25/17
Versie Hillebrand,Hottechi,MG Special,50,7/31/17
Cassey Cress,Massive Dynamic,GTX Plus Basic,1311,7/29/17
Daniell Hammack,Plussunin,GTX Plus Pro,6100,7/27/17
Darcel Schlecht,Stanredtax,GTX Basic,581,7/31/17
Lajuana Vencill,Konmatfix,GTX Basic,537,7/30/17
Marty Freudenburg,Cancity,GTX Plus Basic,1031,7/27/17
Violet Mclelland,Bioplex,GTX Basic,491,7/26/17
Darcel Schlecht,Domzoom,GTXPro,4677,7/27/17
Donn Cantrell,Xx-zobam,GTX Basic,554,7/28/17
Gladys Colclough,Funholding,MG Advanced,3809,7/28/17
Marty Freudenburg,Ron-tech,GTX Plus Basic,1044,7/28/17
Wilburn Farren,Xx-zobam,MG Advanced,3596,7/28/17
Anna Snelling,Bioholding,GTX Plus Pro,5068,7/29/17
Anna Snelling,Globex Corporation,MG Special,46,7/29/17
Markita Hansen,Konex,GTXPro,4209,7/28/17
Darcel Schlecht,Inity,GTXPro,4387,7/30/17
Darcel Schlecht,Streethex,GTXPro,4555,7/30/17
Elease Gluck,Green-Plus,GTX Basic,514,7/29/17
Jonathan Berthelot,Cancity,GTXPro,4671,7/29/17
Marty Freudenburg,Cancity,GTXPro,4172,7/29/17
Donn Cantrell,Sumace,GTX Plus Pro,5480,7/31/17
Kami Bicknell,Goodsilron,GTX Plus Pro,4842,7/31/17
Darcel Schlecht,Bioholding,MG Special,53,7/31/17
Jonathan Berthelot,Rangreen,GTXPro,5741,7/31/17
Maureen Marcano,Nam-zim,GTXPro,4913,7/31/17
