sales_agent,account,product,order_value,create_date
Vicki Laflamme,Scotfind,GTXPro,5115,12/16/17
Wilburn Farren,Zathunicon,GTX Plus Basic,1144,12/6/17
Anna Snelling,Ron-tech,GTX Plus Basic,1249,12/12/17
Boris Faz,Sumace,GTX Plus Basic,1106,12/3/17
Kary Hendrixson,Plexzap,GTX Basic,566,12/17/17
Moses Frase,Condax,GTX Plus Basic,1033,12/11/17
Niesha Huffines,Dontechi,GTX Basic,587,12/19/17
Versie Hillebrand,Konmatfix,MG Special,54,12/12/17
Boris Faz,Zotware,GTX Plus Basic,1259,12/17/17
Kary Hendrixson,Fasehatice,GTX Plus Basic,1171,12/8/17
Marty Freudenburg,Globex Corporation,GTX Plus Basic,1021,12/3/17
Darcel Schlecht,Scottech,GTXPro,5127,12/5/17
Donn Cantrell,Ganjaflex,GTX Basic,547,12/26/17
Kami Bicknell,Faxquote,GTX Basic,582,12/14/17
Reed Clapper,Bubba Gump,GTXPro,4647,12/3/17
Versie Hillebrand,Dontechi,MG Special,57,12/31/17
Versie Hillebrand,Rundofase,MG Special,53,12/7/17
Versie Hillebrand,Konmatfix,MG Advanced,3811,12/12/17
Vicki Laflamme,Hottechi,GTX Basic,456,12/12/17
Cassey Cress,Xx-zobam,MG Advanced,3371,12/5/17
Cecily Lampkin,Scottech,MG Advanced,3748,12/25/17
Daniell Hammack,Iselectrics,GTX Plus Basic,1111,12/13/17
Gladys Colclough,Codehow,GTX Plus Basic,1083,12/18/17
Hayden Neloms,Blackzim,MG Advanced,3302,12/29/17
Kary Hendrixson,Cheers,GTX Basic,538,12/5/17
Kary Hendrixson,Y-corporation,MG Advanced,3021,12/12/17
Boris Faz,Konex,GTX Plus Basic,1140,12/30/17
Cecily Lampkin,Gogozoom,GTX Plus Pro,5520,12/4/17
Kami Bicknell,Plusstrip,GTX Plus Pro,4872,12/10/17
Moses Frase,Bioholding,GTX Basic,513,12/3/17
Violet Mclelland,Kan-code,GTX Basic,644,12/18/17
Anna Snelling,dambase,GTX Plus Basic,866,12/26/17
Darcel Schlecht,Finhigh,GTX Basic,626,12/16/17
Darcel Schlecht,Toughzap,GTXPro,4079,12/3/17
Garret Kinder,Konex,MG Advanced,3497,12/5/17
Jonathan Berthelot,Gogozoom,GTX Plus Basic,1066,12/16/17
Jonathan Berthelot,Cancity,MG Special,64,12/18/17
Jonathan Berthelot,Rangreen,MG Special,59,12/25/17
Versie Hillebrand,Toughzap,MG Special,50,12/9/17
Kary Hendrixson,Labdrill,GTX Plus Pro,5158,12/12/17
Reed Clapper,Plussunin,GTX Plus Basic,1176,12/14/17
Reed Clapper,Yearin,GTXPro,4140,12/14/17
Zane Levy,Sonron,GTX Basic,505,12/6/17
Donn Cantrell,Ontomedia,MG Advanced,3331,12/17/17
James Ascencio,Newex,GTX Basic,504,12/20/17
James Ascencio,Plexzap,GTX Plus Basic,1117,12/10/17
James Ascencio,Lexiqvolax,GTXPro,5230,12/7/17
Lajuana Vencill,dambase,GTX Basic,545,12/12/17
Marty Freudenburg,Bioholding,GTX Plus Basic,1086,12/14/17
Rosie Papadopoulos,Konex,GTXPro,5153,12/31/17
Darcel Schlecht,Warephase,GTX Plus Pro,5669,12/9/17
Gladys Colclough,Finhigh,GTX Plus Pro,5385,12/19/17
Markita Hansen,Zoomit,MG Special,48,12/9/17
Markita Hansen,Plexzap,MG Advanced,3663,12/1/17
Anna Snelling,Ron-tech,MG Special,65,12/7/17
Anna Snelling,Streethex,MG Special,58,12/30/17
Donn Cantrell,Plussunin,MG Advanced,3091,12/25/17
Markita Hansen,Singletechno,GTX Plus Basic,1252,12/15/17
Moses Frase,Stanredtax,MG Advanced,3039,12/5/17
Rosalina Dieter,Zoomit,GTXPro,4614,12/8/17
Vicki Laflamme,Plexzap,GTX Basic,595,12/4/17
Vicki Laflamme,Zoomit,MG Special,52,12/26/17
Corliss Cosme,Sumace,GTX Basic,538,12/19/17
Darcel Schlecht,Warephase,GTXPro,5220,12/11/17
Markita Hansen,Singletechno,MG Special,56,12/16/17
Maureen Marcano,Kan-code,GTXPro,4812,12/27/17
Rosalina Dieter,Konex,MG Special,49,12/2/17
Daniell Hammack,Initech,GTXPro,5627,12/24/17
Darcel Schlecht,Stanredtax,GTXPro,3779,12/6/17
Hayden Neloms,Faxquote,MG Advanced,2918,12/2/17
Moses Frase,Rundofase,GTX Basic,520,12/25/17
Niesha Huffines,Dontechi,GTX Plus Basic,1020,12/23/17
Darcel Schlecht,dambase,GTXPro,4990,12/7/17
Lajuana Vencill,Rangreen,GTX Basic,492,12/16/17
Maureen Marcano,Finjob,GTXPro,4709,12/9/17
Niesha Huffines,Condax,MG Advanced,3079,12/4/17
Versie Hillebrand,Statholdings,GTX Plus Pro,6000,12/31/17
Violet Mclelland,Kan-code,MG Advanced,3248,12/31/17
Boris Faz,Betasoloin,GTX Basic,563,12/26/17
Daniell Hammack,Kan-code,GTXPro,4865,12/16/17
Darcel Schlecht,Warephase,GTXPro,5192,12/18/17
Elease Gluck,Doncon,MG Special,41,12/31/17
Kami Bicknell,Lexiqvolax,GTX Plus Pro,4906,12/9/17
Moses Frase,Cancity,MG Advanced,3627,12/28/17
Rosalina Dieter,Plexzap,GTX Plus Basic,920,12/22/17
Vicki Laflamme,Labdrill,MG Special,54,12/15/17
Violet Mclelland,Bubba Gump,GTX Basic,472,12/14/17
Corliss Cosme,Bluth Company,GTX Basic,550,12/21/17
Darcel Schlecht,Treequote,GTXPro,4570,12/30/17
Gladys Colclough,Condax,GTX Plus Pro,5138,12/5/17
James Ascencio,Labdrill,MG Advanced,3063,12/2/17
Kary Hendrixson,Green-Plus,GTX Basic,613,12/30/17
Reed Clapper,The New York Inquirer,GTXPro,5600,12/22/17
Versie Hillebrand,dambase,MG Special,61,12/12/17
Daniell Hammack,The New York Inquirer,GTXPro,4976,12/23/17
Darcel Schlecht,Inity,GTXPro,4991,12/24/17
Gladys Colclough,Ron-tech,MG Advanced,3772,12/14/17
Vicki Laflamme,Blackzim,MG Special,54,12/30/17
Gladys Colclough,Ron-tech,GTXPro,5013,12/29/17
Kami Bicknell,Plexzap,GTX Basic,468,12/24/17
Vicki Laflamme,Hottechi,GTXPro,4415,12/17/17
Corliss Cosme,Opentech,GTXPro,5069,12/27/17
Daniell Hammack,Mathtouch,GTXPro,5255,12/4/17
Lajuana Vencill,dambase,GTX Basic,452,12/21/17
Moses Frase,Toughzap,GTX Plus Pro,7300,12/28/17
Vicki Laflamme,Faxquote,GTX Plus Pro,5624,12/26/17
Vicki Laflamme,J-Texon,MG Advanced,4110,12/15/17
Anna Snelling,Codehow,MG Special,53,12/18/17
Cassey Cress,Plussunin,MG Advanced,3329,12/9/17
Wilburn Farren,Donquadtech,GTX Plus Pro,5960,12/9/17
Hayden Neloms,Finjob,MG Advanced,3553,12/14/17
Lajuana Vencill,Rangreen,GTX Basic,585,12/25/17
Moses Frase,Scottech,GTX Basic,619,12/24/17
Rosie Papadopoulos,Condax,MG Special,57,12/2/17
Anna Snelling,Hottechi,GTX Basic,543,12/26/17
Boris Faz,Zotware,GTXPro,4125,12/12/17
Cassey Cress,Ganjaflex,GTX Plus Pro,5301,12/29/17
Darcel Schlecht,Conecom,GTX Basic,608,12/25/17
Elease Gluck,Green-Plus,MG Advanced,3772,12/18/17
Gladys Colclough,Bioholding,GTX Basic,540,12/8/17
James Ascencio,Lexiqvolax,GTX Plus Basic,1178,12/7/17
Jonathan Berthelot,Treequote,GTXPro,4869,12/22/17
Lajuana Vencill,Condax,GTX Basic,507,12/18/17
Maureen Marcano,Konex,GTX Plus Basic,1292,12/9/17
Rosalina Dieter,Plusstrip,MG Advanced,3278,12/4/17
Vicki Laflamme,Finjob,GTX Basic,498,12/23/17
Vicki Laflamme,Sunnamplex,MG Special,55,12/30/17
Lajuana Vencill,Dontechi,MG Special,52,12/30/17
Lajuana Vencill,Rangreen,MG Advanced,3131,12/10/17
Niesha Huffines,Treequote,GTX Basic,523,12/30/17
Niesha Huffines,Treequote,GTX Plus Basic,1156,12/21/17
Vicki Laflamme,Sonron,MG Special,59,12/8/17
Boris Faz,Silis,GTX Basic,541,12/5/17
Cassey Cress,Ontomedia,GTX Plus Pro,5026,12/19/17
Hayden Neloms,Xx-holding,MG Advanced,2927,12/10/17
Maureen Marcano,Scotfind,MG Special,59,12/6/17
Violet Mclelland,Silis,MG Special,55,12/24/17
Violet Mclelland,Umbrella Corporation,MG Special,63,12/22/17
Zane Levy,Y-corporation,GTX Plus Basic,944,12/10/17
Cecily Lampkin,Streethex,GTX Plus Pro,3704,12/10/17
Corliss Cosme,Mathtouch,GTX Plus Pro,5528,12/18/17
Darcel Schlecht,Scottech,GTXPro,6166,12/6/17
Donn Cantrell,Bluth Company,GTX Plus Pro,5270,12/30/17
Marty Freudenburg,Condax,GTXPro,4578,12/15/17
Reed Clapper,Bluth Company,MG Special,62,12/18/17
Vicki Laflamme,Golddex,GTX Basic,544,12/18/17
Vicki Laflamme,Goodsilron,MG Advanced,2941,12/16/17
Zane Levy,Doncon,GTX Plus Pro,4910,12/23/17
Cassey Cress,Bioplex,GTX Plus Pro,5469,12/5/17
Cecily Lampkin,Zumgoity,GTX Basic,568,12/7/17
Lajuana Vencill,Genco Pura Olive Oil Company,GTX Plus Basic,1127,12/18/17
Violet Mclelland,Massive Dynamic,MG Advanced,3629,12/31/17
Reed Clapper,Bluth Company,GTX Plus Basic,1284,12/9/17
Reed Clapper,Iselectrics,GTXPro,5044,12/28/17
Anna Snelling,Gogozoom,MG Special,59,12/16/17
Darcel Schlecht,Finhigh,GTX Plus Pro,4735,12/21/17
James Ascencio,Fasehatice,GTX Plus Pro,4527,12/5/17
Markita Hansen,Rantouch,MG Special,62,12/3/17
Maureen Marcano,Blackzim,GTXPro,5026,12/20/17
Vicki Laflamme,Y-corporation,GTX Basic,496,12/20/17
Zane Levy,Plusstrip,GTXPro,5491,12/28/17
Darcel Schlecht,Condax,GTX Plus Pro,5422,12/14/17
Darcel Schlecht,Stanredtax,GTXPro,5009,12/22/17
Marty Freudenburg,Warephase,GTX Basic,550,12/24/17
Moses Frase,Stanredtax,MG Special,50,12/28/17
Reed Clapper,Gekko & Co,GTXPro,4651,12/31/17
Reed Clapper,Umbrella Corporation,MG Advanced,3285,12/17/17
Boris Faz,Konex,GTX Basic,492,12/14/17
Cassey Cress,Zathunicon,MG Special,50,12/26/17
James Ascencio,Groovestreet,GTX Basic,457,12/31/17
Jonathan Berthelot,Codehow,GTX Basic,546,12/31/17
Lajuana Vencill,Globex Corporation,GTX Basic,453,12/21/17
Zane Levy,Condax,GTX Plus Basic,1129,12/23/17
Cecily Lampkin,Finhigh,MG Advanced,3253,12/28/17
Darcel Schlecht,Genco Pura Olive Oil Company,MG Special,54,12/30/17
Hayden Neloms,Green-Plus,MG Advanced,3293,12/13/17
Jonathan Berthelot,Rundofase,GTXPro,4404,12/22/17
Kary Hendrixson,Dalttechnology,GTX Basic,488,12/8/17
Markita Hansen,Singletechno,GTX Basic,464,12/30/17
Markita Hansen,Cheers,MG Special,53,12/13/17
Marty Freudenburg,Isdom,MG Advanced,2763,12/20/17
Maureen Marcano,Condax,GTX Basic,610,12/5/17
Maureen Marcano,Hatfan,MG Special,59,12/14/17
Anna Snelling,Treequote,GTX Plus Pro,6038,12/30/17
Daniell Hammack,Sumace,GTXPro,4964,12/14/17
Hayden Neloms,Blackzim,MG Advanced,3517,12/22/17
Boris Faz,Donquadtech,GTX Plus Pro,6406,12/30/17
Kami Bicknell,Finjob,GTX Basic,446,12/22/17
Markita Hansen,Singletechno,GTXPro,4753,12/25/17
Zane Levy,Y-corporation,GTX Basic,482,12/17/17
Daniell Hammack,Zencorporation,GTXPro,5112,12/18/17
Moses Frase,dambase,GTX Basic,523,12/29/17
Zane Levy,Blackzim,GTX Basic,551,12/23/17
Boris Faz,Condax,GTX Basic,505,12/27/17
Corliss Cosme,Initech,GTXPro,4501,12/20/17
Jonathan Berthelot,Stanredtax,GTX Basic,592,12/25/17
Marty Freudenburg,Bioholding,GTX Plus Pro,5271,12/15/17
Rosie Papadopoulos,Yearin,GTX Basic,472,12/10/17
Vicki Laflamme,Y-corporation,GTX Basic,430,12/11/17
Zane Levy,Singletechno,GTXPro,4545,12/22/17
Jonathan Berthelot,Conecom,GTXPro,5064,12/28/17
Jonathan Berthelot,Conecom,MG Advanced,3203,12/6/17
Moses Frase,Finhigh,GTX Basic,457,12/11/17
Darcel Schlecht,Hottechi,GTXPro,4869,12/20/17
Reed Clapper,Bubba Gump,MG Special,49,12/14/17
Vicki Laflamme,Hottechi,GTX Basic,563,12/10/17
Kami Bicknell,Newex,GTX Basic,562,12/3/17
Marty Freudenburg,Dontechi,GTX Basic,615,12/26/17
Hayden Neloms,Groovestreet,GTX Plus Basic,954,12/20/17
Anna Snelling,Stanredtax,MG Special,57,12/13/17
Daniell Hammack,Sumace,GTX Plus Basic,1008,12/25/17
Vicki Laflamme,Green-Plus,GTX Basic,535,12/21/17
Zane Levy,Kan-code,GTX Plus Basic,1129,12/10/17
Cecily Lampkin,Globex Corporation,MG Advanced,3164,12/19/17
Hayden Neloms,Y-corporation,MG Special,51,12/20/17
Kary Hendrixson,Plusstrip,MG Special,59,12/17/17
Marty Freudenburg,Hottechi,MG Special,60,12/19/17
Gladys Colclough,Inity,GTXPro,5192,12/9/17
Wilburn Farren,Kan-code,GTXPro,4734,12/25/17
Wilburn Farren,Condax,MG Advanced,3089,12/16/17
James Ascencio,Newex,GTX Plus Pro,5095,12/25/17
Kami Bicknell,Sunnamplex,GTX Basic,565,12/16/17
Maureen Marcano,Y-corporation,GTX Plus Pro,5883,12/22/17
Niesha Huffines,Funholding,GTX Plus Basic,1135,12/12/17
Reed Clapper,Konex,GTX Plus Basic,903,12/21/17
Anna Snelling,Codehow,GTX Plus Pro,5543,12/16/17
Wilburn Farren,Iselectrics,GTXPro,4970,12/15/17
Boris Faz,Zathunicon,GTX Basic,546,12/30/17
Boris Faz,Gekko & Co,GTX Plus Basic,1184,12/20/17
Darcel Schlecht,Rundofase,GTX Plus Basic,1087,12/29/17
Niesha Huffines,Conecom,GTX Plus Pro,6142,12/10/17
Donn Cantrell,Silis,GTX Basic,511,12/12/17
Vicki Laflamme,Condax,MG Special,51,12/28/17
Darcel Schlecht,Stanredtax,GTXPro,5542,12/1/17
James Ascencio,Finjob,MG Advanced,3296,12/31/17
Moses Frase,Hottechi,GTX Basic,537,12/30/17
Violet Mclelland,The New York Inquirer,MG Special,47,12/21/17
Anna Snelling,Finhigh,MG Special,57,12/28/17
Anna Snelling,Rundofase,GTX Plus Pro,5269,12/7/17
Darcel Schlecht,Finhigh,MG Special,53,12/29/17
Kami Bicknell,Plexzap,MG Special,53,12/15/17
Moses Frase,Domzoom,GTX Basic,656,12/14/17
Gladys Colclough,Cancity,MG Advanced,2931,12/30/17
Cassey Cress,Konex,MG Advanced,2695,12/10/17
Gladys Colclough,Condax,MG Advanced,3298,12/21/17
Cecily Lampkin,Isdom,GTX Plus Pro,5504,12/22/17
Jonathan Berthelot,Genco Pura Olive Oil Company,GTX Basic,577,12/2/17
Marty Freudenburg,Treequote,GTXPro,4591,12/18/17
Maureen Marcano,Plusstrip,GTX Plus Pro,5091,12/31/17
Boris Faz,Plussunin,GTX Plus Pro,5737,12/8/17
Zane Levy,Fasehatice,GTX Basic,481,12/12/17
Gladys Colclough,Gogozoom,MG Special,52,12/31/17
Gladys Colclough,Konmatfix,MG Special,48,12/19/17
Darcel Schlecht,Konmatfix,GTXPro,5031,12/20/17
Lajuana Vencill,dambase,GTX Basic,557,12/22/17
Kami Bicknell,Plusstrip,GTX Plus Basic,1082,12/4/17
Violet Mclelland,Bubba Gump,MG Special,56,12/27/17
Markita Hansen,Sonron,MG Special,56,12/10/17
Kary Hendrixson,Lexiqvolax,GTX Plus Pro,6299,12/22/17
Kary Hendrixson,Condax,GTXPro,4673,12/1/17
Reed Clapper,Zathunicon,GTX Plus Pro,4659,12/29/17
Jonathan Berthelot,Treequote,MG Special,57,12/4/17
Versie Hillebrand,Codehow,MG Special,48,12/20/17
Darcel Schlecht,Streethex,MG Special,49,12/21/17
Gladys Colclough,Genco Pura Olive Oil Company,GTX Basic,650,12/28/17
Kary Hendrixson,Lexiqvolax,GTX Basic,470,12/29/17
Lajuana Vencill,Isdom,GTX Basic,567,12/31/17
Markita Hansen,Newex,MG Advanced,3836,12/25/17
Versie Hillebrand,Gogozoom,MG Special,61,12/1/17
Boris Faz,Ganjaflex,GTX Plus Pro,5610,12/30/17
Donn Cantrell,Acme Corporation,GTXPro,4980,12/27/17
Anna Snelling,Hottechi,MG Advanced,3300,12/31/17
Maureen Marcano,J-Texon,MG Advanced,3271,12/1/17
Elease Gluck,Plusstrip,MG Advanced,3538,12/13/17
Reed Clapper,Bubba Gump,GTXPro,4154,12/6/17
Zane Levy,Newex,GTX Basic,497,12/5/17
Boris Faz,Sumace,GTXPro,4645,12/7/17
Elease Gluck,Xx-holding,GTK 500,29220,12/4/17
Kami Bicknell,Konex,GTX Basic,643,12/4/17
Kami Bicknell,Goodsilron,GTX Basic,504,12/8/17
Kary Hendrixson,Kan-code,GTX Basic,589,12/4/17
Moses Frase,Stanredtax,GTX Plus Pro,5756,12/9/17
Wilburn Farren,Umbrella Corporation,GTX Plus Pro,5209,12/8/17
Cecily Lampkin,dambase,MG Special,58,12/8/17
Corliss Cosme,Massive Dynamic,MG Special,57,12/21/17
Donn Cantrell,Bubba Gump,GTXPro,5466,12/10/17
Kary Hendrixson,Newex,GTX Basic,597,12/22/17
Maureen Marcano,Cheers,GTX Basic,619,12/29/17
Vicki Laflamme,Faxquote,MG Advanced,2590,12/1/17
Cassey Cress,Yearin,GTX Basic,609,12/7/17
Corliss Cosme,Konex,GTXPro,4492,12/6/17
Violet Mclelland,Kan-code,MG Special,47,12/5/17
Kary Hendrixson,Sonron,GTX Basic,484,12/8/17
Rosalina Dieter,Dalttechnology,MG Special,49,12/7/17
Cassey Cress,Ganjaflex,GTX Plus Basic,927,12/5/17
Daniell Hammack,Acme Corporation,GTXPro,4445,12/9/17
Darcel Schlecht,Codehow,GTXPro,5110,12/4/17
Elease Gluck,Blackzim,MG Special,62,12/18/17
James Ascencio,Konex,GTX Plus Basic,1049,12/11/17
Kami Bicknell,Labdrill,GTX Plus Basic,885,12/5/17
Violet Mclelland,Gekko & Co,MG Advanced,3612,12/5/17
Anna Snelling,Genco Pura Olive Oil Company,MG Advanced,2477,12/28/17
Darcel Schlecht,Warephase,GTX Basic,537,12/11/17
James Ascencio,Hatfan,GTX Plus Pro,5547,12/10/17
Anna Snelling,dambase,MG Advanced,3844,12/7/17
Corliss Cosme,Opentech,GTX Plus Basic,1204,12/14/17
Gladys Colclough,Stanredtax,GTX Basic,562,12/7/17
Kami Bicknell,Sunnamplex,GTX Basic,460,12/1/17
Versie Hillebrand,Rundofase,MG Special,66,12/11/17
Versie Hillebrand,Cancity,MG Advanced,3309,12/12/17
Hayden Neloms,J-Texon,GTX Plus Basic,1192,12/12/17
Donn Cantrell,Gekko & Co,GTX Plus Basic,1131,12/9/17
Hayden Neloms,Goodsilron,GTX Plus Pro,5702,12/12/17
Kami Bicknell,Cheers,GTX Basic,563,12/13/17
Maureen Marcano,Xx-holding,GTX Plus Pro,5886,12/11/17
Zane Levy,Rantouch,GTX Basic,601,12/4/17
Elease Gluck,Sonron,MG Special,58,12/18/17
Hayden Neloms,Blackzim,MG Special,58,12/14/17
Hayden Neloms,Finjob,MG Advanced,3285,12/14/17
Reed Clapper,Plussunin,MG Advanced,3494,12/8/17
Donn Cantrell,Initech,GTX Plus Pro,5204,12/14/17
Garret Kinder,The New York Inquirer,GTX Basic,579,12/15/17
Kary Hendrixson,Cheers,GTX Plus Basic,1195,12/14/17
Lajuana Vencill,Streethex,GTX Plus Pro,6340,12/29/17
Wilburn Farren,Zathunicon,GTX Plus Basic,1179,12/19/17
Anna Snelling,Condax,GTX Plus Basic,1243,12/22/17
Elease Gluck,Zoomit,GTX Plus Basic,953,12/15/17
Moses Frase,Genco Pura Olive Oil Company,GTX Plus Pro,5619,12/9/17
Hayden Neloms,Plexzap,MG Advanced,3547,12/20/17
Kami Bicknell,Green-Plus,GTXPro,4899,12/15/17
Kary Hendrixson,Singletechno,GTX Plus Basic,993,12/20/17
James Ascencio,Doncon,MG Special,54,12/10/17
Rosie Papadopoulos,Initech,MG Special,58,12/24/17
Anna Snelling,Hottechi,MG Special,57,12/13/17
Gladys Colclough,Inity,GTX Plus Basic,1110,12/11/17
Versie Hillebrand,Rundofase,MG Special,57,12/8/17
Zane Levy,Nam-zim,MG Special,64,12/15/17
Boris Faz,Zotware,GTX Plus Pro,5172,12/7/17
Niesha Huffines,Funholding,GTX Plus Pro,6141,12/19/17
Anna Snelling,Statholdings,MG Special,56,12/14/17
Cecily Lampkin,Dontechi,GTX Basic,515,12/12/17
Donn Cantrell,Donware,GTX Basic,698,12/23/17
Donn Cantrell,Yearin,GTX Basic,481,12/30/17
Versie Hillebrand,Rangreen,MG Special,49,12/14/17
Kary Hendrixson,Xx-holding,GTX Plus Basic,1111,12/18/17
Marty Freudenburg,Toughzap,GTX Plus Pro,5862,12/28/17
Rosalina Dieter,J-Texon,MG Special,54,12/16/17
Anna Snelling,Cancity,MG Special,60,12/18/17
Kary Hendrixson,Golddex,GTX Plus Basic,1168,12/29/17
