sales_agent,account,product,order_value,create_date
Kary Hendrixson,Plusstrip,GTX Basic,505,11/8/17
Anna Snelling,Inity,MG Special,58,11/21/17
Rosalina Dieter,Xx-holding,GTK 500,26186,11/10/17
Violet Mclelland,Gekko & Co,MG Special,62,11/9/17
Anna Snelling,Scottech,MG Special,58,11/21/17
Boris Faz,Donware,GTX Plus Basic,973,11/11/17
Daniell Hammack,Condax,GTX Plus Pro,5807,11/1/17
Gladys Colclough,Konmatfix,MG Advanced,3830,11/25/17
Rosalina Dieter,Lexiqvolax,MG Advanced,3275,11/6/17
Vicki Laflamme,Dalttechnology,GTX Plus Pro,5185,11/19/17
Violet Mclelland,Mathtouch,MG Special,59,11/7/17
Corliss Cosme,Iselectrics,GTX Plus Basic,1076,11/17/17
Daniell Hammack,Plussunin,GTX Basic,490,11/20/17
Vicki Laflamme,Green-Plus,GTX Plus Pro,5532,11/7/17
Vicki Laflamme,Blackzim,MG Advanced,3930,11/14/17
Vicki Laflamme,Labdrill,MG Advanced,2689,11/21/17
Darcel Schlecht,Codehow,GTXPro,5987,11/19/17
Elease Gluck,Labdrill,MG Special,61,11/29/17
Gladys Colclough,Konmatfix,GTXPro,5078,11/22/17
Jonathan Berthelot,Streethex,GTX Basic,532,11/7/17
Cassey Cress,Bubba Gump,GTX Plus Basic,1251,11/18/17
Darcel Schlecht,Ron-tech,GTXPro,3975,11/9/17
Markita Hansen,Scotfind,GTXPro,4722,11/16/17
Versie Hillebrand,Funholding,MG Special,62,11/2/17
Vicki Laflamme,Condax,GTX Basic,499,11/3/17
Zane Levy,Faxquote,GTX Basic,458,11/26/17
Zane Levy,Condax,MG Special,61,11/30/17
Boris Faz,Kinnamplus,MG Special,57,11/25/17
James Ascencio,Newex,GTX Basic,546,11/4/17
Kami Bicknell,Finjob,GTX Basic,596,11/24/17
Niesha Huffines,Inity,GTX Plus Pro,6255,11/27/17
Rosie Papadopoulos,Vehement Capital Partners,GTXPro,5042,11/8/17
Cecily Lampkin,Treequote,GTX Plus Basic,1151,11/29/17
Darcel Schlecht,Rangreen,MG Advanced,3251,11/6/17
Gladys Colclough,Bioholding,MG Special,54,11/8/17
James Ascencio,Golddex,GTX Basic,552,11/25/17
James Ascencio,Singletechno,GTX Basic,468,11/16/17
Kami Bicknell,J-Texon,GTXPro,4467,11/12/17
Lajuana Vencill,Codehow,GTX Basic,511,11/12/17
Versie Hillebrand,Warephase,MG Special,50,11/27/17
Vicki Laflamme,Plexzap,MG Special,58,11/22/17
Anna Snelling,Cancity,MG Special,44,11/17/17
Garret Kinder,Opentech,MG Advanced,3072,11/16/17
Hayden Neloms,Labdrill,MG Advanced,3473,11/26/17
Kary Hendrixson,Goodsilron,GTX Plus Basic,1077,11/30/17
Kary Hendrixson,Sunnamplex,GTXPro,4999,11/21/17
Zane Levy,Konex,GTX Plus Basic,1029,11/20/17
Anna Snelling,Cancity,GTX Basic,629,11/25/17
Marty Freudenburg,Cancity,GTX Basic,477,11/21/17
Maureen Marcano,Lexiqvolax,GTX Plus Pro,4972,11/16/17
Niesha Huffines,Treequote,MG Advanced,3902,11/30/17
Rosalina Dieter,Golddex,MG Special,54,11/30/17
Vicki Laflamme,Dalttechnology,MG Special,51,11/29/17
Cassey Cress,Kan-code,GTXPro,3822,11/23/17
Kary Hendrixson,Scotfind,GTXPro,4593,11/1/17
Lajuana Vencill,Rangreen,MG Advanced,3362,11/8/17
Vicki Laflamme,Konex,GTXPro,5348,11/15/17
Zane Levy,Finjob,GTXPro,5170,11/5/17
Zane Levy,Rantouch,MG Advanced,2712,11/7/17
Darcel Schlecht,Codehow,GTX Plus Basic,1179,11/25/17
Donn Cantrell,Zathunicon,GTX Plus Basic,1231,11/22/17
Garret Kinder,Xx-zobam,GTX Basic,547,11/24/17
James Ascencio,Groovestreet,GTX Plus Pro,5745,11/10/17
Niesha Huffines,Treequote,GTX Basic,637,11/19/17
Rosie Papadopoulos,Gekko & Co,MG Special,51,11/27/17
Darcel Schlecht,Conecom,GTX Plus Pro,5668,11/28/17
Kary Hendrixson,Lexiqvolax,GTX Plus Basic,948,11/14/17
Lajuana Vencill,Rundofase,GTX Basic,487,11/19/17
Lajuana Vencill,Funholding,GTX Plus Basic,1072,11/18/17
Reed Clapper,Bioplex,GTXPro,5186,11/19/17
Darcel Schlecht,Warephase,GTXPro,5231,11/5/17
Kami Bicknell,Hatfan,GTX Basic,531,11/22/17
Kary Hendrixson,Singletechno,GTX Basic,526,11/30/17
Lajuana Vencill,Konmatfix,GTX Basic,485,11/17/17
Rosie Papadopoulos,Donquadtech,GTXPro,4205,11/15/17
Elease Gluck,Groovestreet,MG Special,53,11/11/17
Kary Hendrixson,Fasehatice,GTX Basic,555,11/18/17
Marty Freudenburg,Gogozoom,GTX Basic,574,11/17/17
Zane Levy,Nam-zim,MG Advanced,4249,11/19/17
James Ascencio,Blackzim,MG Special,58,11/24/17
Markita Hansen,Y-corporation,GTXPro,4487,11/24/17
Cassey Cress,Massive Dynamic,GTX Plus Basic,1039,11/21/17
Kary Hendrixson,Plexzap,GTXPro,4808,11/14/17
Lajuana Vencill,Condax,GTX Plus Pro,5160,11/26/17
Gladys Colclough,Bioholding,GTXPro,4938,11/24/17
Vicki Laflamme,Hottechi,GTX Basic,651,11/18/17
Vicki Laflamme,Scotfind,GTX Basic,570,11/22/17
Wilburn Farren,Silis,MG Special,56,11/8/17
Kami Bicknell,Rantouch,MG Special,55,11/19/17
Lajuana Vencill,Rangreen,GTX Plus Basic,946,11/27/17
Vicki Laflamme,Blackzim,GTX Plus Pro,5196,11/26/17
Kami Bicknell,Labdrill,GTX Plus Pro,6105,11/27/17
Kary Hendrixson,Xx-holding,GTX Basic,549,11/13/17
Kary Hendrixson,Doncon,GTXPro,4828,11/12/17
Niesha Huffines,Hottechi,MG Special,51,11/28/17
Versie Hillebrand,Condax,MG Special,55,11/20/17
Anna Snelling,Globex Corporation,MG Special,54,11/3/17
Elease Gluck,Sonron,MG Special,48,11/27/17
Moses Frase,Bioholding,GTX Basic,571,11/15/17
Violet Mclelland,Initech,MG Special,61,11/30/17
Darcel Schlecht,Warephase,GTXPro,4515,11/13/17
Rosalina Dieter,Finjob,MG Special,50,11/27/17
Marty Freudenburg,Ron-tech,GTX Plus Basic,1133,11/30/17
Rosalina Dieter,Plexzap,MG Advanced,3509,11/30/17
Niesha Huffines,Isdom,GTX Plus Basic,1117,11/27/17
Jonathan Berthelot,Treequote,GTX Basic,571,11/24/17
Rosie Papadopoulos,Bluth Company,GTXPro,4881,11/30/17
Kary Hendrixson,Hatfan,GTX Basic,631,11/4/17
Gladys Colclough,Inity,MG Advanced,3207,11/8/17
Hayden Neloms,Konex,MG Advanced,3795,11/21/17
Zane Levy,Green-Plus,GTXPro,4194,11/6/17
Kami Bicknell,Finjob,GTXPro,4362,11/24/17
Cassey Cress,Bubba Gump,MG Advanced,3333,11/12/17
Darcel Schlecht,dambase,GTX Plus Pro,5595,11/22/17
Gladys Colclough,Streethex,GTX Basic,415,11/20/17
Boris Faz,Umbrella Corporation,GTX Plus Basic,1148,11/19/17
Daniell Hammack,Gekko & Co,GTX Plus Basic,1267,11/4/17
Boris Faz,Konex,MG Advanced,3264,11/21/17
Kary Hendrixson,Newex,GTXPro,4780,11/23/17
James Ascencio,Finjob,GTX Plus Basic,1112,11/23/17
Jonathan Berthelot,Warephase,GTX Plus Basic,1190,11/25/17
Kary Hendrixson,Faxquote,GTX Basic,511,11/20/17
Cassey Cress,Zathunicon,GTX Basic,580,11/12/17
Darcel Schlecht,Treequote,GTX Plus Pro,6182,11/3/17
Versie Hillebrand,Cancity,GTX Plus Pro,5211,11/29/17
Kami Bicknell,Scotfind,GTX Basic,549,11/2/17
Markita Hansen,Labdrill,GTX Basic,529,11/1/17
Corliss Cosme,The New York Inquirer,GTX Basic,560,11/17/17
Daniell Hammack,Kinnamplus,GTXPro,5113,11/1/17
Kary Hendrixson,Doncon,GTX Plus Pro,5867,11/26/17
Reed Clapper,Initech,GTX Plus Pro,4500,11/28/17
Cecily Lampkin,Statholdings,GTX Plus Basic,990,11/3/17
Kary Hendrixson,Nam-zim,GTX Basic,591,11/12/17
Garret Kinder,Opentech,MG Advanced,3422,11/1/17
Maureen Marcano,Blackzim,GTX Basic,524,11/1/17
Vicki Laflamme,Dalttechnology,MG Special,48,11/3/17
Darcel Schlecht,Codehow,MG Special,55,11/7/17
James Ascencio,Cheers,GTXPro,4991,11/1/17
Marty Freudenburg,Domzoom,MG Special,55,11/28/17
Cassey Cress,Gekko & Co,GTX Plus Basic,1027,11/1/17
Darcel Schlecht,Inity,GTXPro,5729,11/3/17
Kary Hendrixson,Y-corporation,GTXPro,4382,11/5/17
Cassey Cress,Kinnamplus,MG Advanced,3588,11/2/17
Maureen Marcano,Dalttechnology,GTX Plus Pro,4945,11/10/17
Anna Snelling,Cancity,MG Special,59,11/26/17
Donn Cantrell,Acme Corporation,GTX Basic,586,11/5/17
Jonathan Berthelot,Rundofase,GTXPro,4356,11/10/17
Zane Levy,Condax,GTX Basic,447,11/3/17
Corliss Cosme,Ontomedia,GTXPro,4525,11/4/17
Maureen Marcano,Fasehatice,MG Special,50,11/3/17
Elease Gluck,Groovestreet,MG Special,46,11/10/17
Lajuana Vencill,Dontechi,MG Advanced,3296,11/3/17
Marty Freudenburg,Isdom,MG Advanced,3561,11/7/17
Maureen Marcano,Singletechno,GTX Plus Pro,5655,11/6/17
Reed Clapper,Donquadtech,MG Advanced,3258,11/5/17
Rosalina Dieter,Goodsilron,GTX Basic,577,11/12/17
Corliss Cosme,Gekko & Co,GTX Plus Basic,1079,11/12/17
Markita Hansen,Y-corporation,GTX Basic,598,11/11/17
Violet Mclelland,Bluth Company,MG Special,61,11/14/17
Zane Levy,Plusstrip,MG Advanced,3082,11/12/17
Corliss Cosme,Ontomedia,GTX Plus Pro,5646,11/11/17
Cassey Cress,Kinnamplus,GTXPro,5239,11/4/17
Gladys Colclough,Treequote,GTX Basic,539,11/11/17
Vicki Laflamme,Konex,GTX Basic,622,11/4/17
Boris Faz,Condax,MG Advanced,4172,11/7/17
Cassey Cress,Umbrella Corporation,GTXPro,4529,11/14/17
Donn Cantrell,Ganjaflex,GTX Basic,486,11/9/17
Donn Cantrell,Plussunin,GTX Basic,450,11/8/17
Garret Kinder,Ontomedia,GTX Plus Pro,6818,11/8/17
Kami Bicknell,Goodsilron,GTX Plus Pro,5512,11/9/17
Kami Bicknell,Kan-code,GTX Plus Pro,4742,11/7/17
Kary Hendrixson,Y-corporation,GTX Basic,653,11/2/17
Markita Hansen,Dalttechnology,MG Advanced,4058,11/11/17
Reed Clapper,Condax,GTX Basic,553,11/1/17
Gladys Colclough,Betatech,MG Special,53,11/5/17
Kami Bicknell,Fasehatice,MG Advanced,3064,11/6/17
Maureen Marcano,Rantouch,MG Advanced,2866,11/14/17
Vicki Laflamme,Lexiqvolax,GTX Plus Basic,960,11/10/17
Vicki Laflamme,Nam-zim,MG Special,55,11/2/17
Boris Faz,Donquadtech,GTXPro,4155,11/7/17
Donn Cantrell,Bubba Gump,GTX Basic,532,11/28/17
Jonathan Berthelot,Cancity,GTX Basic,479,11/3/17
Markita Hansen,Xx-holding,GTXPro,4521,11/29/17
Reed Clapper,Ganjaflex,GTX Basic,585,11/16/17
Vicki Laflamme,Sonron,GTX Basic,430,11/6/17
Maureen Marcano,Groovestreet,GTX Basic,662,11/18/17
Cassey Cress,Donquadtech,GTX Basic,583,11/6/17
James Ascencio,Sunnamplex,GTX Plus Pro,5031,11/10/17
Reed Clapper,Plussunin,GTXPro,4237,11/21/17
Anna Snelling,Betatech,GTX Basic,480,11/9/17
Elease Gluck,Nam-zim,MG Special,51,11/16/17
James Ascencio,Sunnamplex,GTX Plus Basic,1218,11/22/17
Kary Hendrixson,Plusstrip,GTX Plus Pro,5681,11/12/17
Reed Clapper,Konex,GTX Plus Pro,6767,11/7/17
Versie Hillebrand,Cancity,MG Special,61,11/11/17
Zane Levy,Scotfind,MG Special,62,11/17/17
Cecily Lampkin,Stanredtax,GTX Plus Basic,1059,11/18/17
Rosie Papadopoulos,Bluth Company,MG Advanced,3426,11/14/17
Cecily Lampkin,Funholding,MG Advanced,2968,11/26/17
Gladys Colclough,Genco Pura Olive Oil Company,GTX Plus Basic,1071,11/19/17
Kary Hendrixson,Plexzap,GTX Plus Basic,1203,11/11/17
Marty Freudenburg,Warephase,GTX Plus Basic,985,11/17/17
Niesha Huffines,Scottech,GTX Plus Basic,1133,11/20/17
Garret Kinder,Sumace,GTX Plus Pro,4884,11/27/17
James Ascencio,Kan-code,GTX Basic,443,11/22/17
Kami Bicknell,Goodsilron,GTX Basic,562,11/23/17
Kami Bicknell,Groovestreet,GTX Basic,437,11/21/17
Kary Hendrixson,Kan-code,GTX Basic,606,11/14/17
Moses Frase,Warephase,MG Special,54,11/21/17
Corliss Cosme,Acme Corporation,GTX Basic,577,11/18/17
Darcel Schlecht,Ron-tech,GTXPro,4480,11/20/17
Corliss Cosme,Kinnamplus,GTX Plus Basic,1180,11/20/17
Violet Mclelland,Bioplex,MG Special,51,11/13/17
Corliss Cosme,Umbrella Corporation,GTX Plus Basic,1138,11/13/17
Marty Freudenburg,Rangreen,GTX Plus Pro,5916,11/14/17
Maureen Marcano,Cheers,GTX Plus Basic,938,11/22/17
Maureen Marcano,Kan-code,GTX Plus Basic,1124,11/15/17
Wilburn Farren,Mathtouch,MG Advanced,4011,11/19/17
Zane Levy,Plusstrip,GTXPro,5144,11/17/17
Boris Faz,Zotware,GTX Basic,493,11/24/17
Daniell Hammack,Kinnamplus,GTX Plus Basic,1224,11/20/17
Anna Snelling,Treequote,GTX Plus Pro,5276,11/15/17
Marty Freudenburg,Ron-tech,GTX Plus Basic,947,11/23/17
Violet Mclelland,Kinnamplus,MG Advanced,3342,11/29/17
Cassey Cress,Donquadtech,GTX Basic,557,11/30/17
Darcel Schlecht,dambase,GTXPro,5600,11/30/17
Zane Levy,Kan-code,GTX Basic,530,11/25/17
Hayden Neloms,Konex,MG Advanced,3664,11/20/17
Jonathan Berthelot,Stanredtax,GTX Basic,575,11/22/17
Reed Clapper,Mathtouch,GTX Plus Basic,1035,11/24/17
Darcel Schlecht,Inity,GTX Plus Pro,4880,11/24/17
Donn Cantrell,Yearin,MG Advanced,3644,11/29/17
Rosie Papadopoulos,Donware,GTXPro,4620,11/26/17
Versie Hillebrand,Domzoom,GTX Plus Pro,5653,11/18/17
Violet Mclelland,Donquadtech,MG Special,65,11/26/17
Cassey Cress,Massive Dynamic,GTXPro,4243,11/21/17
Darcel Schlecht,Cancity,GTXPro,4617,11/29/17
Boris Faz,Mathtouch,GTX Plus Basic,886,11/20/17
Cecily Lampkin,Rangreen,MG Advanced,3206,11/28/17
Daniell Hammack,Gekko & Co,GTX Basic,678,11/20/17
Darcel Schlecht,Funholding,GTX Basic,549,11/20/17
Donn Cantrell,Kan-code,GTX Plus Pro,6540,11/28/17
Niesha Huffines,Isdom,GTX Basic,662,11/28/17
Vicki Laflamme,Finjob,GTXPro,4540,11/24/17
Anna Snelling,Rundofase,MG Special,52,11/29/17
Moses Frase,Streethex,MG Advanced,3161,11/23/17
James Ascencio,Lexiqvolax,GTX Plus Pro,6932,11/25/17
Wilburn Farren,Zencorporation,GTXPro,5106,11/29/17
Moses Frase,Konmatfix,GTX Plus Basic,1001,11/29/17
Wilburn Farren,Umbrella Corporation,GTXPro,5077,11/29/17
Darcel Schlecht,Genco Pura Olive Oil Company,GTXPro,4888,11/30/17
