sales_agent,account,product,order_value,create_date
Darcel Schlecht,Rangreen,GTXPro,5055,10/10/17
Jonathan Berthelot,Inity,MG Special,58,10/6/17
Cecily Lampkin,Stanredtax,GTX Basic,622,10/11/17
Darcel Schlecht,Rangreen,GTX Plus Basic,1132,10/10/17
Darcel Schlecht,Inity,GTXPro,5170,10/14/17
Garret Kinder,Acme Corporation,GTX Plus Pro,5331,10/7/17
James Ascencio,Hatfan,GTX Plus Basic,1132,10/18/17
James Ascencio,Blackzim,GTX Plus Pro,5004,10/11/17
Jonathan Berthelot,Inity,GTX Basic,556,10/10/17
Jonathan Berthelot,Gogozoom,MG Special,53,10/12/17
Rosie Papadopoulos,Umbrella Corporation,MG Advanced,3002,10/11/17
Versie Hillebrand,Conecom,MG Special,58,10/7/17
Vicki Laflamme,Doncon,MG Advanced,3435,10/8/17
Boris Faz,Xx-zobam,GTXPro,4401,10/7/17
Corliss Cosme,Donware,GTX Plus Basic,1095,10/16/17
Darcel Schlecht,Finhigh,GTXPro,4461,10/8/17
Gladys Colclough,Stanredtax,MG Advanced,3212,10/8/17
Moses Frase,dambase,GTX Basic,510,10/7/17
Moses Frase,Gogozoom,GTX Basic,552,10/14/17
Reed Clapper,Zencorporation,MG Advanced,3203,10/7/17
Rosie Papadopoulos,The New York Inquirer,GTX Plus Pro,6228,10/14/17
Versie Hillebrand,dambase,MG Special,59,10/11/17
Anna Snelling,Streethex,GTX Plus Pro,5349,10/13/17
Cecily Lampkin,Toughzap,MG Special,52,10/19/17
Daniell Hammack,Initech,GTX Plus Basic,1096,10/13/17
Jonathan Berthelot,Zumgoity,GTXPro,5212,10/9/17
Lajuana Vencill,Globex Corporation,GTX Basic,594,10/13/17
Marty Freudenburg,Streethex,GTX Basic,661,10/8/17
Marty Freudenburg,Genco Pura Olive Oil Company,GTX Plus Basic,1240,10/14/17
Moses Frase,Rangreen,GTX Basic,577,10/19/17
Vicki Laflamme,Finjob,GTX Plus Basic,1139,10/9/17
Boris Faz,Umbrella Corporation,GTXPro,4605,10/14/17
Cassey Cress,Betasoloin,MG Advanced,3472,10/17/17
Cecily Lampkin,Rangreen,GTX Plus Basic,1186,10/15/17
Garret Kinder,Vehement Capital Partners,MG Advanced,2812,10/20/17
Kami Bicknell,Xx-holding,GTX Basic,608,10/10/17
Kary Hendrixson,Fasehatice,GTX Plus Pro,4989,10/16/17
Vicki Laflamme,Newex,MG Advanced,3023,10/9/17
Anna Snelling,Ron-tech,MG Advanced,3100,10/20/17
Corliss Cosme,Kinnamplus,GTX Plus Pro,5711,10/15/17
Daniell Hammack,Ontomedia,MG Special,58,10/18/17
Garret Kinder,Zotware,GTX Basic,552,10/10/17
Garret Kinder,The New York Inquirer,MG Advanced,3215,10/20/17
Kami Bicknell,Konex,GTX Basic,565,10/10/17
Niesha Huffines,Stanredtax,GTX Plus Basic,1129,10/10/17
Rosalina Dieter,Sunnamplex,MG Special,56,10/10/17
Rosalina Dieter,Singletechno,MG Advanced,3435,10/11/17
Versie Hillebrand,Rangreen,MG Advanced,3860,10/14/17
Anna Snelling,Gogozoom,GTX Plus Basic,1166,10/11/17
Jonathan Berthelot,Treequote,MG Advanced,3892,10/20/17
Kami Bicknell,Dalttechnology,GTX Basic,473,10/11/17
Kary Hendrixson,Hottechi,GTX Basic,509,10/12/17
Kary Hendrixson,Labdrill,GTX Basic,528,10/22/17
Kary Hendrixson,Sunnamplex,GTX Basic,549,10/14/17
Marty Freudenburg,Globex Corporation,MG Advanced,3578,10/17/17
Rosie Papadopoulos,Zencorporation,GTXPro,4575,10/11/17
Vicki Laflamme,Plusstrip,GTXPro,4552,10/12/17
Zane Levy,Faxquote,GTX Basic,545,10/18/17
Zane Levy,Y-corporation,GTX Plus Basic,1134,10/15/17
Anna Snelling,Scottech,MG Advanced,3434,10/16/17
Boris Faz,Ganjaflex,GTX Plus Basic,1066,10/21/17
Donn Cantrell,Bubba Gump,GTXPro,4763,10/12/17
Donn Cantrell,Gekko & Co,MG Advanced,3024,10/20/17
James Ascencio,Goodsilron,GTX Plus Pro,6751,10/19/17
James Ascencio,Goodsilron,MG Special,54,10/18/17
Jonathan Berthelot,Cancity,GTX Plus Basic,969,10/22/17
Kami Bicknell,Dalttechnology,MG Special,48,10/12/17
Kary Hendrixson,Hatfan,GTX Plus Pro,6555,10/21/17
Jonathan Berthelot,Scottech,GTX Basic,528,10/21/17
Kary Hendrixson,Dalttechnology,GTX Basic,594,10/23/17
Maureen Marcano,Fasehatice,GTXPro,4505,10/17/17
Moses Frase,Warephase,MG Advanced,3090,10/13/17
Reed Clapper,Zencorporation,MG Special,53,10/14/17
Violet Mclelland,Gekko & Co,GTX Plus Basic,1004,10/17/17
Zane Levy,J-Texon,GTX Basic,696,10/21/17
Cassey Cress,Opentech,GTX Plus Basic,888,10/23/17
Darcel Schlecht,Gogozoom,GTXPro,4767,10/24/17
Darcel Schlecht,Ron-tech,MG Advanced,3475,10/14/17
Hayden Neloms,Kan-code,MG Advanced,3250,10/14/17
Moses Frase,Rangreen,GTX Plus Basic,978,10/26/17
Versie Hillebrand,Stanredtax,MG Special,49,10/24/17
Violet Mclelland,Zencorporation,MG Special,53,10/24/17
Cecily Lampkin,Rangreen,GTX Plus Basic,1168,10/26/17
Darcel Schlecht,Dontechi,GTXPro,4810,10/18/17
Donn Cantrell,Silis,GTXPro,4521,10/24/17
Hayden Neloms,Hatfan,GTX Plus Basic,881,10/15/17
Jonathan Berthelot,Conecom,GTX Basic,472,10/22/17
Lajuana Vencill,Toughzap,MG Special,42,10/16/17
Versie Hillebrand,Scottech,MG Special,58,10/22/17
Zane Levy,Xx-holding,GTXPro,4882,10/15/17
Darcel Schlecht,Ron-tech,GTX Plus Basic,1154,10/16/17
Darcel Schlecht,Dontechi,GTXPro,4885,10/16/17
Darcel Schlecht,Streethex,GTXPro,4936,10/16/17
Donn Cantrell,Condax,GTX Plus Basic,1062,10/28/17
Kary Hendrixson,Xx-holding,GTX Plus Basic,868,10/16/17
Kary Hendrixson,Fasehatice,GTXPro,5344,10/16/17
Moses Frase,Codehow,GTX Plus Pro,5449,10/23/17
Wilburn Farren,Sumace,MG Special,51,10/23/17
Zane Levy,Dalttechnology,GTX Plus Pro,6637,10/23/17
Corliss Cosme,Zencorporation,GTXPro,4247,10/17/17
Darcel Schlecht,Ron-tech,GTXPro,4834,10/25/17
Darcel Schlecht,Conecom,MG Advanced,3490,10/17/17
Hayden Neloms,Cheers,MG Advanced,3744,10/20/17
Kary Hendrixson,Dalttechnology,MG Special,48,10/24/17
Markita Hansen,Golddex,GTX Plus Basic,1060,10/23/17
Moses Frase,Betatech,GTX Basic,562,10/28/17
Versie Hillebrand,Isdom,MG Special,57,10/17/17
Vicki Laflamme,Condax,GTXPro,4580,10/25/17
Vicki Laflamme,Lexiqvolax,MG Special,56,10/18/17
Zane Levy,Goodsilron,GTX Plus Pro,4942,10/23/17
Anna Snelling,dambase,MG Special,55,10/23/17
Cassey Cress,Xx-zobam,GTXPro,5144,10/29/17
Darcel Schlecht,Cancity,GTXPro,5458,10/23/17
Jonathan Berthelot,Stanredtax,GTXPro,5046,10/19/17
Marty Freudenburg,dambase,MG Special,64,10/26/17
Versie Hillebrand,Betatech,MG Special,54,10/27/17
Vicki Laflamme,Xx-holding,MG Special,68,10/26/17
Cecily Lampkin,Inity,GTX Plus Basic,1200,10/20/17
Corliss Cosme,Zotware,MG Advanced,3225,10/26/17
Darcel Schlecht,Rangreen,GTXPro,4130,10/20/17
Elease Gluck,Singletechno,MG Special,47,10/20/17
Garret Kinder,Konex,GTX Plus Pro,4751,10/25/17
Hayden Neloms,Singletechno,MG Advanced,3696,10/22/17
Kami Bicknell,Groovestreet,MG Advanced,3536,10/24/17
Lajuana Vencill,Funholding,GTX Basic,474,10/20/17
Marty Freudenburg,Bioholding,MG Special,43,10/30/17
Niesha Huffines,Ron-tech,GTX Basic,461,10/27/17
Reed Clapper,Gekko & Co,MG Special,54,10/19/17
Vicki Laflamme,Rantouch,MG Advanced,3363,10/27/17
Anna Snelling,Hottechi,GTX Plus Basic,1089,10/30/17
Cassey Cress,Acme Corporation,GTX Plus Basic,1096,10/21/17
Cecily Lampkin,Ron-tech,MG Special,62,10/29/17
Corliss Cosme,Konex,GTX Plus Basic,1105,10/21/17
Daniell Hammack,Bioplex,GTXPro,4353,10/24/17
Darcel Schlecht,Warephase,GTX Plus Pro,6276,10/27/17
Darcel Schlecht,Betatech,GTXPro,4688,10/27/17
Hayden Neloms,Hottechi,GTX Plus Basic,1226,10/28/17
Hayden Neloms,J-Texon,GTX Plus Pro,4552,10/25/17
James Ascencio,Xx-holding,GTX Plus Pro,5569,10/26/17
James Ascencio,Fasehatice,GTXPro,4389,10/20/17
Lajuana Vencill,Ron-tech,GTX Basic,451,10/26/17
Markita Hansen,Goodsilron,GTX Basic,553,10/21/17
Versie Hillebrand,Inity,MG Special,53,10/27/17
Versie Hillebrand,Statholdings,MG Advanced,2749,10/20/17
Vicki Laflamme,Groovestreet,GTX Plus Pro,5368,10/20/17
Anna Snelling,Gogozoom,MG Special,54,10/30/17
Cassey Cress,Silis,GTXPro,4345,10/27/17
Cecily Lampkin,Warephase,MG Advanced,3848,10/27/17
Corliss Cosme,Initech,GTXPro,4287,10/26/17
Darcel Schlecht,Codehow,GTXPro,4435,10/27/17
Darcel Schlecht,Stanredtax,GTXPro,4699,10/28/17
Gladys Colclough,Stanredtax,MG Special,60,10/30/17
Hayden Neloms,Hatfan,GTX Plus Pro,6026,10/21/17
Zane Levy,Hatfan,GTX Plus Pro,5388,10/30/17
Zane Levy,Plexzap,GTXPro,4109,10/27/17
Darcel Schlecht,Statholdings,GTXPro,4732,10/29/17
Gladys Colclough,Konmatfix,MG Special,52,10/30/17
Kary Hendrixson,Labdrill,GTX Basic,575,10/27/17
Reed Clapper,Plussunin,MG Advanced,3612,10/29/17
Wilburn Farren,Ganjaflex,MG Advanced,2995,10/31/17
Cassey Cress,Plussunin,GTX Plus Pro,5500,10/24/17
Cecily Lampkin,Domzoom,MG Advanced,3616,10/24/17
Darcel Schlecht,Inity,GTXPro,3578,10/30/17
Elease Gluck,Finjob,GTX Basic,544,10/29/17
Elease Gluck,Dalttechnology,MG Advanced,3082,10/29/17
Elease Gluck,Hottechi,MG Advanced,3450,10/24/17
Garret Kinder,Kan-code,GTXPro,5360,10/29/17
James Ascencio,Cheers,MG Advanced,3294,10/30/17
Markita Hansen,Rantouch,GTX Plus Basic,981,10/31/17
Marty Freudenburg,Streethex,GTX Plus Pro,6233,10/23/17
Vicki Laflamme,Hatfan,GTXPro,5190,10/28/17
Darcel Schlecht,Dontechi,GTX Plus Basic,1237,10/31/17
Darcel Schlecht,Streethex,GTX Plus Basic,965,10/29/17
Darcel Schlecht,Isdom,GTXPro,5685,10/24/17
Darcel Schlecht,Rundofase,GTXPro,4024,10/26/17
Marty Freudenburg,Treequote,GTX Plus Pro,5516,10/30/17
Zane Levy,Kan-code,GTX Plus Basic,1195,10/31/17
Jonathan Berthelot,Betatech,GTX Basic,519,10/29/17
Jonathan Berthelot,Betatech,GTX Plus Basic,1243,10/25/17
Lajuana Vencill,Ron-tech,GTX Plus Basic,1133,10/31/17
Vicki Laflamme,Cheers,GTX Basic,535,10/26/17
Daniell Hammack,Condax,GTX Basic,526,10/27/17
Markita Hansen,Condax,GTX Basic,566,10/26/17
Anna Snelling,Domzoom,GTX Plus Basic,1103,10/27/17
Elease Gluck,Fasehatice,GTX Basic,504,10/28/17
Marty Freudenburg,Scottech,GTXPro,4377,10/31/17
Marty Freudenburg,Betatech,MG Advanced,3353,10/27/17
Boris Faz,Bioplex,GTXPro,5275,10/28/17
Corliss Cosme,Mathtouch,GTX Basic,601,10/29/17
Jonathan Berthelot,Treequote,GTX Basic,538,10/29/17
Versie Hillebrand,Statholdings,MG Special,50,10/28/17
Anna Snelling,dambase,MG Special,66,10/29/17
Elease Gluck,Cheers,GTK 500,27971,10/29/17
Darcel Schlecht,Codehow,GTXPro,4733,10/30/17
Jonathan Berthelot,Bioholding,MG Special,62,10/31/17
Zane Levy,Green-Plus,GTXPro,4178,10/31/17
Jonathan Berthelot,Rangreen,GTX Plus Basic,973,10/31/17
